model,revision,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,seed,prompt_sha,raw_output
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,1,Care,label,0,3.939911145079075,,0.9999503539437034,3,False,False,,,19,,add09e54f847dca8,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,2,Care,label,0,1.0041128994133939,,0.9999894862493919,5,False,False,,,16,,d02b48f484c9fd49,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,3,Care,label,0,3.9046086182033974,,0.9999946955625523,4,False,False,,,19,,e77c696dedb9b296,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,4,Care,label,0,3.499777858651395,,0.9999910671886121,4,False,False,,,18,,dadf494a191d2f13,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,5,Care,label,0,1.128324618807895,,0.9999325604059233,5,False,False,,,16,,0b9923ec57337d19,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,6,Care,label,0,0.5624161410313863,,0.9999842439037254,5,False,False,,,16,,790adece3c4da7ab,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,7,Care,label,0,3.0007559313988827,,0.9999983730901384,5,False,False,,,18,,345d14a786ab109a,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,8,Care,label,0,3.4368625518027436,,0.9999058199207306,5,False,False,,,18,,5be4a442bb5edd86,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,9,Care,label,0,3.9399092257278214,,0.9999934736350485,3,False,False,,,19,,e7ce26205a7890a7,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,10,Care,label,0,1.9844864843023897,,0.999996056881742,5,False,False,,,17,,7373d2cc4d2c27d7,2
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,11,Care,label,0,3.77729838614753,,0.9999896609283231,3,False,False,,,19,,15c66492ec351920,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,12,Care,label,0,3.003161192700374,,0.9999963682558483,4,False,False,,,18,,96a5e8d58cc271a5,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,13,Care,label,0,2.9970297377917428,,0.9999924147052077,4,False,False,,,18,,385dff2177d66657,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,14,Care,label,0,1.3212038535674937,,0.9999933803468719,5,False,False,,,16,,bbb67b2a11cd6d48,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,15,Care,label,0,2.996481494456593,,0.999998306675081,5,False,False,,,18,,b5ac1afe2446645a,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,16,Care,label,0,1.0000142885416328,,0.9999958364052958,5,False,False,,,16,,74dd84997245ee1f,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,17,Fairness,label,0,3.9859362403053966,,0.9999981934737735,3,False,False,,,19,,081bbdeb27c9d9ba,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,18,Fairness,label,0,3.0598834389411715,,0.9999939400963573,4,False,False,,,18,,8f864c44ad7b8898,3
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,19,Fairness,label,0,3.9859356053379704,,0.9999961623159788,3,False,False,,,19,,c3b9a40c082b9de1,4
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,20,Fairness,label,0,1.0110017693968592,,0.999996647834804,5,False,False,,,16,,3918ce1d488b140f,1
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,21,Fairness,label,0,3.7772983758306755,,0.9999798395851183,3,False,False,,,19,,e7dbcc1c43407f04,4
