model,revision,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,seed,prompt_sha,raw_output
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,1,Care,label,0,3.246285132471827,,0.7777435207133605,5,False,False,,,18,,96be75762337acfb,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2,Care,label,0,0.8968351325597537,,0.9247379687871143,5,False,False,,,16,,0225c88217e16edd,1
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,3,Care,label,0,3.0533644394131376,,0.7431000318782108,5,False,False,,,18,,54cac3ddc151fc42,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,4,Care,label,0,2.452989320506259,,0.6888802100251068,5,False,False,,,18,,45112d17f43adbe1,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,5,Care,label,0,2.135702939389509,,0.647767303562299,5,False,False,,,40,,586b5b909dc8411b,I
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,6,Care,label,0,1.339746737305155,,0.7392099668189042,5,False,False,,,16,,09fbd3c0d3fe37ca,1
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,7,Care,label,0,3.0217697106730985,,0.7622220614861454,5,False,False,,,18,,4b5d963519da4654,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,8,Care,label,0,2.799999734554097,,0.7259887035085721,5,False,False,,,18,,fc50a7b317211dcc,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,9,Care,label,0,2.3495064053669816,,0.7591148911475516,5,False,False,,,17,,f1cb7b3ffe46aab1,2
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,10,Care,label,0,1.8479568289702868,,0.8296449043672907,5,False,False,,,17,,832b0fde78923b25,2
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,11,Care,label,0,3.239522605907624,,0.8284592035479446,5,False,False,,,18,,83803a97ba0d2699,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,12,Care,label,0,1.5193103640127243,,0.6618081487102131,5,False,False,,,16,,0c6d32d7f9685f0f,1
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,13,Care,label,0,2.028748463863814,,0.5484414515886723,5,False,False,,,40,,58db2519b58dd6bc,I
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,14,Care,label,0,2.1446027534847794,,0.809815263834586,5,False,False,,,17,,0dbdc224f3a81a35,2
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,15,Care,label,0,1.233399864658775,,0.808877488509339,5,False,False,,,16,,20aebb1851c3bd61,1
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,16,Care,label,0,2.372210337650793,,0.5553877416123344,5,False,False,,,40,,cb4af68fd1c26c54,I
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,17,Fairness,label,0,3.0665075833414237,,0.83592551015232,5,False,False,,,18,,952b5d6a452baa2b,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,18,Fairness,label,0,3.0626059463994246,,0.8191346543653173,5,False,False,,,18,,598e99a2e6c05bfb,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,19,Fairness,label,0,2.7162119076957203,,0.7580607751547894,5,False,False,,,18,,2427c46e128ca479,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,20,Fairness,label,0,1.714534869042859,,0.8614544427754429,5,False,False,,,17,,2003ba94def1d23f,2
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,21,Fairness,label,0,2.8502831018965464,,0.827257281505797,5,False,False,,,18,,c52a7421a934bb71,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,22,Fairness,label,0,3.514265118885679,,0.9445062401778056,5,False,False,,,19,,2474d070766aaaa0,4
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,23,Fairness,label,0,3.2338351249294615,,0.924579357149122,5,False,False,,,18,,9a884db7f4c02278,3
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,24,Fairness,label,0,2.420859820377788,,0.8494254530207728,5,False,False,,,17,,cd5b1f8d1a3e4b03,2
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,25,Fairness,label,0,3.24201626327403,,0.6923164501569568,5,False,False,,,18,,e2269173cd19861a,3
