model,revision,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,seed,prompt_sha,raw_output
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,1,Care,label,0,3.4647488100732926,,0.9976004540019465,5,False,False,,,19,,add09e54f847dca8,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,2,Care,label,0,3.225864154192634,,0.9966231824324371,5,False,False,,,18,,d02b48f484c9fd49,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,3,Care,label,0,3.533796416959089,,0.9979946254615114,5,False,False,,,19,,e77c696dedb9b296,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,4,Care,label,0,3.7236237325720882,,0.9983208353196215,5,False,False,,,19,,dadf494a191d2f13,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,5,Care,label,0,3.7634410213408906,,0.9973592709414727,5,False,False,,,19,,0b9923ec57337d19,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,6,Care,label,0,3.3987587966622477,,0.9963718877882742,5,False,False,,,19,,790adece3c4da7ab,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,7,Care,label,0,3.793780558789661,,0.998519894447993,5,False,False,,,19,,345d14a786ab109a,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,8,Care,label,0,3.3907657462291088,,0.9960601832589955,5,False,False,,,19,,5be4a442bb5edd86,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,9,Care,label,0,3.7339981857984474,,0.9976463535003078,5,False,False,,,19,,e7ce26205a7890a7,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,10,Care,label,0,3.2317230500972105,,0.997259097037638,5,False,False,,,18,,7373d2cc4d2c27d7,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,11,Care,label,0,3.483281117461528,,0.9979866915497079,5,False,False,,,19,,15c66492ec351920,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,12,Care,label,0,3.403605760259709,,0.9982902507843351,5,False,False,,,18,,96a5e8d58cc271a5,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,13,Care,label,0,3.4253969336417307,,0.998212507392519,5,False,False,,,18,,385dff2177d66657,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,14,Care,label,0,3.286571550184781,,0.9978735195622928,5,False,False,,,18,,bbb67b2a11cd6d48,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,15,Care,label,0,3.630322172144744,,0.9977420789406394,5,False,False,,,19,,b5ac1afe2446645a,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,16,Care,label,0,3.010619557607481,,0.9976430957587917,5,False,False,,,18,,74dd84997245ee1f,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,17,Fairness,label,0,3.3684794289405975,,0.9970284448573482,5,False,False,,,18,,081bbdeb27c9d9ba,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,18,Fairness,label,0,3.463849972762605,,0.9969797269032902,5,False,False,,,19,,8f864c44ad7b8898,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,19,Fairness,label,0,3.528576941613938,,0.9979335815861787,5,False,False,,,19,,c3b9a40c082b9de1,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,20,Fairness,label,0,2.962818836923883,,0.995903380337308,5,False,False,,,18,,3918ce1d488b140f,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,21,Fairness,label,0,3.545901225594861,,0.997769840648207,5,False,False,,,19,,e7dbcc1c43407f04,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,22,Fairness,label,0,3.5304742727813023,,0.9981254602153543,5,False,False,,,19,,c11a4afee3b09914,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,23,Fairness,label,0,3.8644752800875724,,0.9973905758210985,5,False,False,,,19,,4db4f9d71823acc3,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,24,Fairness,label,0,3.6845673701796122,,0.9987800442268961,5,False,False,,,19,,42f0ae82fc584562,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,25,Fairness,label,0,3.4813483232672198,,0.9974581843895001,5,False,False,,,19,,6f98b76fa9e2e97c,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,26,Fairness,label,0,3.2876730710693174,,0.9971279165919199,5,False,False,,,18,,1aee3ca950d4a6e4,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,27,Fairness,label,0,3.445934063047391,,0.998323743102898,5,False,False,,,18,,ade18057e1400d65,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,28,Fairness,label,0,3.715767473268665,,0.9988517006688367,5,False,False,,,19,,b4e9ce6e709fa91c,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,29,Fairness,label,0,3.224251730155999,,0.99725642969444,5,False,False,,,18,,da64ef21624e20a9,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,30,Fairness,label,0,3.90695525499822,,0.9985240824838169,5,False,False,,,19,,d620d38d7aa1adbc,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,31,Fairness,label,0,3.6645361410394917,,0.9974852399194883,5,False,False,,,19,,f7db8614c705ed1c,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,32,Fairness,label,0,3.2571141255049834,,0.9978368836802269,5,False,False,,,18,,e7e9b34bb6f8c18c,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,33,Fairness,label,0,3.555444768256105,,0.9982961761358622,5,False,False,,,19,,686a1b3efdf36cd5,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,34,Loyalty,label,0,3.050807777590989,,0.9976834292875263,5,False,False,,,18,,ef54c6e33f2da7e9,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,35,Loyalty,label,0,3.8311081683632873,,0.997631565582092,5,False,False,,,19,,02880fca6e34aaaa,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,36,Loyalty,label,0,3.810423408573402,,0.997319611768089,5,False,False,,,19,,42b153f9fbe3be60,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,37,Loyalty,label,0,3.4629172302314783,,0.995490460058981,5,False,False,,,19,,84ff0e137301f2f2,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,38,Loyalty,label,0,3.4360568715107616,,0.9956034911723137,5,False,False,,,19,,220698348b66d31a,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,39,Loyalty,label,0,3.5306730845302203,,0.9979555528011229,5,False,False,,,19,,a141394d2c6be3ad,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,40,Loyalty,label,0,3.1223833521513455,,0.9959078751972558,5,False,False,,,18,,b337bd83fa8dd03d,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,41,Loyalty,label,0,3.5411681617829758,,0.9958760291114718,5,False,False,,,19,,f33d6d702f709ab0,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,42,Loyalty,label,0,3.683935536261609,,0.9972545392732335,5,False,False,,,19,,3c48ae06d95915d3,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,43,Loyalty,label,0,3.8599148002204515,,0.9975960109577846,5,False,False,,,19,,48ff0275c29b6f30,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,44,Loyalty,label,0,3.690666649650447,,0.9968301631061185,5,False,False,,,19,,16d72da194af7ef1,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,45,Loyalty,label,0,3.829152086602358,,0.997326470506718,5,False,False,,,19,,66b48ba1e5e5a678,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,46,Loyalty,label,0,3.9212054263558853,,0.9987493929256254,5,False,False,,,19,,180b0dc07534cdef,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,47,Loyalty,label,0,3.3081120973768954,,0.9964812003456701,5,False,False,,,18,,a1f45249f0baea0e,3
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,48,Loyalty,label,0,3.92064249522241,,0.9960807240273141,5,False,False,,,19,,152b7cacef3b9c1a,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,49,Loyalty,label,0,3.795195010930432,,0.997630894621485,5,False,False,,,19,,715ebfd1e999cc39,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,50,Authority,label,0,3.447511688859688,,0.9971841875420365,5,False,False,,,19,,8abcaf4cca16f190,4
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,51,Authority,label,0,3.7090812904312798,,0.9975578658309728,5,False,False,,,19,,7b584e434c7e6b4e,4
