model,revision,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,seed,prompt_sha,raw_output
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,1,Care,label,0,2.923481610558839,,0.9978723604497066,5,False,False,,,18,,de9a2fb2fab09c45,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,2,Care,label,0,1.6243621552456204,,0.999707529357244,5,False,False,,,17,,390ef16a2e6a3b4c,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,3,Care,label,0,2.61220854483802,,0.9993884830006933,5,False,False,,,18,,2081b242eddfa3d9,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,4,Care,label,0,2.2928230667616174,,0.9993256214317718,5,False,False,,,17,,e28307be3c1e5fdb,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,5,Care,label,0,2.687949085904483,,0.998993855279286,5,False,False,,,18,,09e9629af779ef29,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,6,Care,label,0,1.9075334492091158,,0.9989701769488983,5,False,False,,,17,,8c48f6a09775d72b,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,7,Care,label,0,2.336841072089054,,0.9995008110504151,5,False,False,,,17,,b6adeee3318bb5a1,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,8,Care,label,0,2.925893167921405,,0.9993835938194188,5,False,False,,,18,,c9ca18f756dc5afa,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,9,Care,label,0,2.6246691096275683,,0.9997077989058806,5,False,False,,,18,,6b48544101f9d3d5,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,10,Care,label,0,2.514279233496603,,0.9998176362497406,5,False,False,,,17,,e76c8902aa08d8c3,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,11,Care,label,0,3.0332326633879894,,0.9983715193508391,5,False,False,,,18,,751d32217922e5f5,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,12,Care,label,0,2.113941581785596,,0.9993149743905759,5,False,False,,,17,,17c2a9b543d44403,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,13,Care,label,0,2.110599563275328,,0.999041189960948,5,False,False,,,17,,5accf6a302138a9b,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,14,Care,label,0,2.056021254167117,,0.998286677484933,5,False,False,,,17,,805e5c0162273767,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,15,Care,label,0,2.19937612036207,,0.9993765394870197,5,False,False,,,17,,1088e92bad45e4c1,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,16,Care,label,0,2.20706262616667,,0.9991932672443171,5,False,False,,,17,,6e58e621aa0c9564,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,17,Fairness,label,0,3.4380233615324642,,0.9801758342691151,5,False,False,,,19,,2e3e2c77e6266ea2,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,18,Fairness,label,0,2.75396142275842,,0.9994656348414237,5,False,False,,,18,,8ec410b184e5d681,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,19,Fairness,label,0,2.869426834189987,,0.9980838299896011,5,False,False,,,18,,b67a1ebceac88313,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,20,Fairness,label,0,1.8723347005792983,,0.9986727902684256,5,False,False,,,17,,b7cc5ffa62a800d9,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,21,Fairness,label,0,2.641388608410528,,0.9996870113023197,5,False,False,,,18,,09e2faeb33a75b37,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,22,Fairness,label,0,3.074530755892228,,0.9992481144149501,5,False,False,,,18,,b353083aa8319033,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,23,Fairness,label,0,3.2511471679402852,,0.9993447250095124,5,False,False,,,18,,5dca50bc15fbc8b6,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,24,Fairness,label,0,2.751299939658653,,0.9993109282767391,5,False,False,,,18,,cecca065d3e76cbb,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,25,Fairness,label,0,3.23465394576519,,0.9980938061998418,5,False,False,,,18,,bea2f5e3a5f62d10,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,26,Fairness,label,0,2.9435182687787407,,0.9994460570032888,5,False,False,,,18,,16eb9afbbe6c09f4,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,27,Fairness,label,0,2.689760291327634,,0.9994098617247428,5,False,False,,,18,,0b3f23ecdca6c08c,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,28,Fairness,label,0,2.8208579280218444,,0.9988984384649033,5,False,False,,,18,,45152d2acab3db61,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,29,Fairness,label,0,2.3310813682336122,,0.9996995838936072,5,False,False,,,17,,9c6eb53c5ec10d07,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,30,Fairness,label,0,3.215295581258039,,0.9931016659377535,5,False,False,,,18,,1cc751420fb0bd3f,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,31,Fairness,label,0,3.7594754013056946,,0.9943242481436693,5,False,False,,,19,,5be5b4cc2147e11d,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,32,Fairness,label,0,2.4237236683572654,,0.9994271796919341,5,False,False,,,17,,c9cd6ef1857e8dde,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,33,Fairness,label,0,2.197079894750559,,0.9995454772768289,5,False,False,,,17,,f2e3c8d199399d69,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,34,Loyalty,label,0,2.3335318391553987,,0.9998169451188195,5,False,False,,,17,,d0f678305f69d62a,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,35,Loyalty,label,0,1.971998376149342,,0.9996414849827141,5,False,False,,,17,,56d41ad7e945e14f,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,36,Loyalty,label,0,2.972950865113203,,0.9991831291445027,5,False,False,,,19,,5eb3fc02c2c59c38,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,37,Loyalty,label,0,2.283975826170266,,0.9995287658651507,5,False,False,,,17,,f97ec66f01f5d1e9,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,38,Loyalty,label,0,2.263887456724391,,0.9993168468498856,5,False,False,,,17,,a2bb7867cff00efa,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,39,Loyalty,label,0,2.3957628473700248,,0.9990144756397371,5,False,False,,,17,,e7cc956e9fb1d3b0,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,40,Loyalty,label,0,1.9921584727803632,,0.9996275632361105,5,False,False,,,17,,960b97e906f3d4c5,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,41,Loyalty,label,0,2.6750916652611716,,0.9987613562472195,5,False,False,,,18,,3afefbd664120add,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,42,Loyalty,label,0,2.3747002482366253,,0.9996529669581322,5,False,False,,,17,,6da5f4ddac05b9c5,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,43,Loyalty,label,0,3.1052215645621293,,0.9993872709544624,5,False,False,,,18,,70e7438b4bfd5f16,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,44,Loyalty,label,0,2.185738671930727,,0.9996840318304009,5,False,False,,,17,,73965a625568891a,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,45,Loyalty,label,0,2.57781903561861,,0.9994057281193456,5,False,False,,,18,,ab4fb4f01f0a9c88,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,46,Loyalty,label,0,2.649785518445755,,0.9983995543910309,5,False,False,,,18,,885701bb2366c999,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,47,Loyalty,label,0,2.2368291191773073,,0.9991954925720624,5,False,False,,,17,,7daca7e68df4dd3c,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,48,Loyalty,label,0,2.7016616051703504,,0.9985119932668186,5,False,False,,,18,,6d465c147d3f98dd,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,49,Loyalty,label,0,2.7872616176402536,,0.9985622223074041,5,False,False,,,18,,1cf2c5a1bed33c23,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,50,Authority,label,0,2.3330860468719763,,0.9996873442388351,5,False,False,,,17,,203525e31e6f38f3,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,51,Authority,label,0,2.2238138534290153,,0.9977306146796894,5,False,False,,,17,,7857948361625346,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,52,Authority,label,0,2.2034074706309026,,0.999750654114639,5,False,False,,,17,,0ffeaf2303a8b605,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,53,Authority,label,0,3.405637713873873,,0.9912241204192412,5,False,False,,,18,,34ce20581ff2b35c,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,54,Authority,label,0,2.4594551236774924,,0.9996991950570026,5,False,False,,,17,,32920acb3bbfedc2,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,55,Authority,label,0,2.4025723476288667,,0.9993692674546217,5,False,False,,,17,,a7796ee1e92b71d6,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,56,Authority,label,0,2.7737531635197787,,0.9995860811623909,5,False,False,,,18,,c76722d6cf16e14e,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,57,Authority,label,0,2.3209648023355243,,0.9990950170491081,5,False,False,,,17,,820658fe4b745ef7,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,58,Authority,label,0,3.1629208247890954,,0.9955249386253112,5,False,False,,,18,,2b1df842824b7b2c,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,59,Authority,label,0,2.7220327120283616,,0.9996484139051218,5,False,False,,,18,,2fea9f42b3161da7,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,60,Authority,label,0,2.270653755022606,,0.9998472488606807,5,False,False,,,17,,1c23abd6d969e294,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,61,Authority,label,0,1.9966166877118057,,0.9991263362792276,5,False,False,,,17,,025b732034ee2110,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,62,Authority,label,0,2.2892018590071603,,0.9993971834566096,5,False,False,,,17,,02bfd38300333fde,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,63,Authority,label,0,2.207931766994138,,0.9998352793389307,5,False,False,,,17,,d12fc42a08fa468f,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,64,Authority,label,0,2.265246987440968,,0.9997019887029631,5,False,False,,,17,,5d2b7d0b7fa44668,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,65,Authority,label,0,2.1330624327708945,,0.9993250335554216,5,False,False,,,17,,841c3a3dbbbbc904,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,66,Authority,label,0,2.0169249480363547,,0.9996581493742176,5,False,False,,,17,,fd816fcca198824e,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,67,Sanctity,label,0,3.0632322445260063,,0.9756765075501601,5,False,False,,,18,,56dcfbaad47697d7,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,68,Sanctity,label,0,2.828341822459984,,0.9982400191183252,5,False,False,,,18,,40d1cacf8cdf66ee,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,69,Sanctity,label,0,3.52233055805819,,0.9530084950979519,5,False,False,,,19,,7e594c0ef2d6a3cd,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,70,Sanctity,label,0,3.546355384765643,,0.9366931772289891,5,False,False,,,19,,ed170831111dac78,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,71,Sanctity,label,0,2.2703518827904228,,0.9997538856313363,5,False,False,,,17,,59d9200eb3d9a27a,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,72,Sanctity,label,0,3.4317224326824274,,0.9578152938129262,5,False,False,,,19,,cdf2427c403fa0ec,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,73,Sanctity,label,0,2.645139005609626,,0.9996176634467973,5,False,False,,,18,,dd7ec6342a5c8dc6,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,74,Sanctity,label,0,3.19360821483765,,0.9803199976193792,5,False,False,,,18,,6fe9318c2586bdce,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,75,Sanctity,label,0,2.523761715836104,,0.9950235964002883,5,False,False,,,18,,ea5b31d9c37e686e,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,76,Sanctity,label,0,3.8833404707245127,,0.7867003811896404,5,False,False,,,19,,cfb34ed0481eaf39,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,77,Sanctity,label,0,2.573287802796569,,0.9990026284727354,5,False,False,,,17,,830cbe797a979a32,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,78,Sanctity,label,0,2.3524524440523624,,0.9994484247176146,5,False,False,,,17,,35895f4e2de8b6d8,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,79,Sanctity,label,0,2.1735478108746387,,0.9996842394338363,5,False,False,,,17,,42ec186f3f448902,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,80,Sanctity,label,0,2.7979936236134857,,0.9979075265993321,5,False,False,,,18,,e3abd35b0ccecd39,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,81,Sanctity,label,0,2.3478164986818477,,0.9980140145633565,5,False,False,,,17,,4374e126191c9945,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,82,Sanctity,label,0,2.3224700432586127,,0.9995075148608711,5,False,False,,,17,,298d49d160d21e45,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,83,Sanctity,label,0,2.675025464221322,,0.9993950674057808,5,False,False,,,18,,2c918745be172a15,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,84,Liberty,label,0,2.3238056919127663,,0.999458011893387,5,False,False,,,17,,251e0d72105de418,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,85,Liberty,label,0,2.3246291761828966,,0.9988983812800692,5,False,False,,,17,,c1ab4fc5f40402e3,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,86,Liberty,label,0,3.4453059649175874,,0.9941756574515357,5,False,False,,,19,,c5d82552b8798fd9,4
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,87,Liberty,label,0,2.8320316262028653,,0.9990232953677968,5,False,False,,,18,,bec86ca6a179ca12,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,88,Liberty,label,0,2.71709638323773,,0.9993625420033688,5,False,False,,,18,,1a243404dc254fac,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,89,Liberty,label,0,2.7660842725171824,,0.9980979532335467,5,False,False,,,18,,2bdd679ba2bdeee8,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,90,Liberty,label,0,2.9209773341904106,,0.997548700393127,5,False,False,,,18,,db08bf71b2ce58b7,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,91,Liberty,label,0,3.166920848424606,,0.9964290407314966,5,False,False,,,18,,6d2bd428bc764b52,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,92,Liberty,label,0,2.785096299919956,,0.9992871987159335,5,False,False,,,18,,9da2db828d9e6fe7,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,93,Liberty,label,0,2.55698918617798,,0.9993262529340012,5,False,False,,,18,,2c26faaaa70f0eba,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,94,Liberty,label,0,2.7638144299104552,,0.9987242358490992,5,False,False,,,17,,ea1f705c5a0091f0,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,95,Liberty,label,0,2.5684366134681076,,0.9982649994999975,5,False,False,,,18,,dd18508ec728b1f9,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,96,Liberty,label,0,2.322533642480951,,0.9986643666967338,5,False,False,,,17,,862c0455e01f6280,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,97,Liberty,label,0,2.382411748115317,,0.9993997948295081,5,False,False,,,17,,c3f30477d7ebfef2,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,98,Liberty,label,0,3.3180653165618677,,0.9959435034099284,5,False,False,,,18,,14c24439320a46e9,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,99,Liberty,label,0,2.773477180087294,,0.999019754823661,5,False,False,,,18,,2636e1dc005d2cb1,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,100,Liberty,label,0,2.571381226654969,,0.9990123749974423,5,False,False,,,18,,87b6eb684f700152,3
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,101,Social Norms,label,0,1.5642529582107851,,0.9973661863990129,5,False,False,,,17,,44062b82905a06db,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,102,Social Norms,label,0,1.201089196829842,,0.9988632066253025,5,False,False,,,16,,f2d127651646c0ec,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,103,Social Norms,label,0,1.8182536951479753,,0.9982735911776175,5,False,False,,,17,,17c0ef97fb3563c1,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,104,Social Norms,label,0,1.18565440134547,,0.9986639551950928,5,False,False,,,16,,f860143fe0c89b46,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,105,Social Norms,label,0,1.4811464551956584,,0.9989766740683232,5,False,False,,,16,,d163d2ebe64604de,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,106,Social Norms,label,0,1.7378552106855008,,0.9995304052324857,5,False,False,,,17,,91f35d70f76d4338,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,107,Social Norms,label,0,1.2170412756829443,,0.9991533121024099,5,False,False,,,16,,56cf2aa362565faf,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,108,Social Norms,label,0,0.650477622507819,,0.9991291479745222,5,False,False,,,15,,d30d56962a5a06ad,0
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,109,Social Norms,label,0,1.8686584495308998,,0.99922534874225,5,False,False,,,17,,213c504237d1b74e,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,110,Social Norms,label,0,1.5997985531001813,,0.9994034685653778,5,False,False,,,17,,ae4311cad1679f6b,2
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,111,Social Norms,label,0,1.246161576902505,,0.999592355361585,5,False,False,,,16,,5285554535865bfa,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,112,Social Norms,label,0,1.1085435186103856,,0.9995380562575367,5,False,False,,,16,,949ac1f6f1ac7185,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,113,Social Norms,label,0,1.3738658337149718,,0.9953717868935722,5,False,False,,,16,,fa58f8da4b31cd1b,1
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,114,Social Norms,label,0,2.278728635598358,,0.9993507180046435,5,False,False,,,17,,665d9028b0978500,2
