model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,1,Care,label,0,2.9274942898183296,2.9274943152138806,0.9979874222341145,5,False,False,,True,,,label,0,,,de9a2fb2fab09c45,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,2,Care,label,0,1.6276947372815238,1.627694734891797,0.9996593781272086,5,False,False,,True,,,label,0,,,390ef16a2e6a3b4c,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,3,Care,label,0,2.6263145902648892,2.626314610223683,0.9994632148476537,5,False,False,,True,,,label,0,,,2081b242eddfa3d9,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,4,Care,label,0,2.290497151958665,2.2904971623375494,0.999351203144749,5,False,False,,True,,,label,0,,,e28307be3c1e5fdb,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,5,Care,label,0,2.624040635224526,2.624040653118744,0.9986022660726437,5,False,False,,True,,,label,0,,,09e9629af779ef29,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,6,Care,label,0,1.910683107313741,1.910683103976169,0.9990321137224538,5,False,False,,True,,,label,0,,,8c48f6a09775d72b,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,7,Care,label,0,2.3334227853599234,2.3334227972583843,0.9994606203811703,5,False,False,,True,,,label,0,,,b6adeee3318bb5a1,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,8,Care,label,0,2.9709373041322755,2.9709373890098734,0.9993648557719653,5,False,False,,True,,,label,0,,,c9ca18f756dc5afa,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,9,Care,label,0,2.609236014841578,2.609236024528504,0.9996898792300656,5,False,False,,True,,,label,0,,,6b48544101f9d3d5,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,10,Care,label,0,2.511280857833279,2.511280856727368,0.9998337807114126,5,False,False,,True,,,label,0,,,e76c8902aa08d8c3,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,11,Care,label,0,3.0392016969246423,3.03920171229217,0.9984692515032997,5,False,False,,True,,,label,0,,,751d32217922e5f5,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,12,Care,label,0,2.1173711445553054,2.117371141499909,0.9993532374540479,5,False,False,,True,,,label,0,,,17c2a9b543d44403,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,13,Care,label,0,2.1323563877653955,2.132356389379847,0.9991387275831264,5,False,False,,True,,,label,0,,,5accf6a302138a9b,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,14,Care,label,0,2.066123421178221,2.0661234179693357,0.9983437474802039,5,False,False,,True,,,label,0,,,805e5c0162273767,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,15,Care,label,0,2.206181851181882,2.206181848207492,0.9994293910451508,5,False,False,,True,,,label,0,,,1088e92bad45e4c1,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,16,Care,label,0,2.20205694440404,2.2020569448660177,0.9991847680389259,5,False,False,,True,,,label,0,,,6e58e621aa0c9564,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,17,Fairness,label,0,3.4381541245205063,3.4381541978074894,0.9813749268688612,5,False,False,,True,,,label,0,,,2e3e2c77e6266ea2,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,18,Fairness,label,0,2.760116098685285,2.760116105082221,0.9995008149816551,5,False,False,,True,,,label,0,,,8ec410b184e5d681,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,19,Fairness,label,0,2.869708596656215,2.8697086081720053,0.9981992149868999,5,False,False,,True,,,label,0,,,b67a1ebceac88313,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,20,Fairness,label,0,1.8970847966279831,1.897084795156498,0.9986199363916737,5,False,False,,True,,,label,0,,,b7cc5ffa62a800d9,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,21,Fairness,label,0,2.6566725682417434,2.6566725692035704,0.999725643186055,5,False,False,,True,,,label,0,,,09e2faeb33a75b37,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,22,Fairness,label,0,3.0145006782475336,3.0145006991492935,0.9991553086166213,5,False,False,,True,,,label,0,,,b353083aa8319033,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,23,Fairness,label,0,3.2405010087929598,3.2405010327575687,0.999391440170707,5,False,False,,True,,,label,0,,,5dca50bc15fbc8b6,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,24,Fairness,label,0,2.758309393932715,2.7583093914263768,0.9993416799881266,5,False,False,,True,,,label,0,,,cecca065d3e76cbb,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,25,Fairness,label,0,3.2705981325331983,3.270598169560622,0.9981750218443147,5,False,False,,True,,,label,0,,,bea2f5e3a5f62d10,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,26,Fairness,label,0,2.9285706431590888,2.9285706600578254,0.9994863671139648,5,False,False,,True,,,label,0,,,16eb9afbbe6c09f4,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,27,Fairness,label,0,2.7018673336081633,2.701867335113666,0.9994442186496353,5,False,False,,True,,,label,0,,,0b3f23ecdca6c08c,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,28,Fairness,label,0,2.8257457013501783,2.8257457056677007,0.9989955089483804,5,False,False,,True,,,label,0,,,45152d2acab3db61,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,29,Fairness,label,0,2.333780559327285,2.3337805642548504,0.9997197985443267,5,False,False,,True,,,label,0,,,9c6eb53c5ec10d07,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,30,Fairness,label,0,3.2085600532872522,3.208560062850904,0.9939471483741598,5,False,False,,True,,,label,0,,,1cc751420fb0bd3f,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,31,Fairness,label,0,3.6168061259692186,3.6168061961068103,0.981171910710729,5,False,False,,True,,,label,0,,,5be5b4cc2147e11d,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,32,Fairness,label,0,2.4258018661285474,2.425801871336916,0.9994683980065646,5,False,False,,True,,,label,0,,,c9cd6ef1857e8dde,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,33,Fairness,label,0,2.182392809634269,2.1823928097637433,0.9995511809580406,5,False,False,,True,,,label,0,,,f2e3c8d199399d69,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,34,Loyalty,label,0,2.3459478544060772,2.345947854981219,0.9998390281622487,5,False,False,,True,,,label,0,,,d0f678305f69d62a,
allenai/OLMo-2-1124-7B-Instruct,470b1fba1ae01581f270116362ee4aa1b97f4c84,v2,35,Loyalty,label,0,1.9924794698019082,1.992479467829171,0.9996644636433925,5,False,False,,True,,,label,0,,,56d41ad7e945e14f,
