model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,1,Care,label,0,2.4841455387481077,2.4841455391326783,0.44278115972558124,5,False,False,,True,,,label,0,,,14177452b5bf66ff,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,2,Care,label,0,2.0913698381434247,2.0913698385050568,0.2699918313940918,5,False,False,,True,,,label,0,,,d35fe8175527d70d,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,3,Care,label,0,2.4972543643381138,2.4972543679052914,0.09330560299427085,5,False,False,,True,,,label,0,,,1ea3cce90929b905,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,4,Care,label,0,2.0429476625338494,2.0429476630287144,0.4417276171752872,5,False,False,,True,,,label,0,,,9234e2f73ed0e710,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,5,Care,label,0,2.2137257190972726,2.2137257194470115,0.16785433445559256,5,False,False,,True,,,label,0,,,17c9279bcef36087,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,6,Care,label,0,2.134063153228178,2.1340631546262205,0.04918490069795474,5,False,False,,True,,,label,0,,,06bc6f05164ac49e,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,7,Care,label,0,1.891146049979518,1.891146050112194,0.1408915261667109,5,False,False,,True,,,label,0,,,cd34a96021953a77,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,8,Care,label,0,2.4437443971445307,2.4437443981888762,0.2461451116042325,5,False,False,,True,,,label,0,,,d57e75fa90b6c6af,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,9,Care,label,0,2.798617706486457,2.7986177072834963,0.13133087557731787,5,False,False,,True,,,label,0,,,03e2b9cf0ead7dc6,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,10,Care,label,0,2.4441796122214354,2.4441796171048513,0.15391406297037089,5,False,False,,True,,,label,0,,,fd1ef8ea8bbce17a,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,11,Care,label,0,2.0173871560597263,2.0173871562414947,0.40051902451650795,5,False,False,,True,,,label,0,,,1f0f3e4bad0129d8,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,12,Care,label,0,1.7897558440592083,1.7897558455860432,0.40279768081477346,5,False,False,,True,,,label,0,,,69f6477cd0d597d6,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,13,Care,label,0,1.9607630696088607,1.9607630706204817,0.3835848157213753,5,False,False,,True,,,label,0,,,6c883d528de18cd7,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,14,Care,label,0,1.978803065049485,1.9788030660230718,0.09289490355389196,5,False,False,,True,,,label,0,,,c485c4688ddcb6fd,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,15,Care,label,0,2.2551592638346967,2.255159264913857,0.22705745459740062,5,False,False,,True,,,label,0,,,1d5d32ff31e3b33e,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,16,Care,label,0,2.3926067670646116,2.392606771387646,0.14824028463423602,5,False,False,,True,,,label,0,,,d9f8f65ef86049b0,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,17,Fairness,label,0,2.134063154178774,2.1340631546262205,0.49038023572818984,5,False,False,,True,,,label,0,,,f0af6f2100fe3b8d,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,18,Fairness,label,0,2.0375739969957305,2.0375739970579625,0.2585087720395945,5,False,False,,True,,,label,0,,,7921ba1665b5806d,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,19,Fairness,label,0,1.8250331845575753,1.8250331848488108,0.25298686060261266,5,False,False,,True,,,label,0,,,748d0cf0b923f91a,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,20,Fairness,label,0,1.4414752000898963,1.441475201691318,0.12582142022019802,5,False,False,,True,,,label,0,,,3c5935e9759f53ee,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,21,Fairness,label,0,2.061656729226779,2.0616567298596284,0.35003584229420687,5,False,False,,True,,,label,0,,,390470162f610e60,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,22,Fairness,label,0,1.6346635660115985,1.6346635664412907,0.3806999608931008,5,False,False,,True,,,label,0,,,572390933c5170e9,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,23,Fairness,label,0,1.3353280243672268,1.3353280260668456,0.06696171737507993,5,False,False,,True,,,label,0,,,f3670e1f7ff525b4,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,24,Fairness,label,0,2.132201063201954,2.1322010638400983,0.2604598289374583,5,False,False,,True,,,label,0,,,bcf3cefc1e5af5f8,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,25,Fairness,label,0,1.512189676137562,1.5121896776934602,0.11811621856560699,5,False,False,,True,,,label,0,,,b3643344310f7909,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,26,Fairness,label,0,1.6741666516996456,1.6741666529367958,0.24781675713702878,5,False,False,,True,,,label,0,,,c703ae6a9b1116d2,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,27,Fairness,label,0,1.7994375088849588,1.7994375118674233,0.29289521180036976,5,False,False,,True,,,label,0,,,78f81560a254cc60,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,28,Fairness,label,0,1.7974104277979075,1.7974104280801926,0.08681864075919132,5,False,False,,True,,,label,0,,,9c47091b842aed82,
meta-llama/Llama-3.2-1B-Instruct,9213176726f574b556790deb65791e0c5aa438b6,v2,29,Fairness,label,0,2.087560453228669,2.0875604538365695,0.2071997490145405,5,False,False,,True,,,label,0,,,889dd26592bb32ae,
