model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,1,Care,label,0,3.047425873294683,3.047425873294683,1.000000022421247,5,False,False,,True,,,label,0,,,add09e54f847dca8,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,2,Care,label,0,1.9999280365905443,1.9999280365905443,0.999999980397471,5,False,False,,True,,,label,0,,,d02b48f484c9fd49,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,3,Care,label,0,3.0000582793761956,3.0000582793761956,1.0000000132049396,5,False,False,,True,,,label,0,,,e77c696dedb9b296,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,4,Care,label,0,2.9933071554056316,2.9933071554056316,0.9999999044810458,5,False,False,,True,,,label,0,,,dadf494a191d2f13,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,5,Care,label,0,3.002472590463959,3.002472590463959,1.0000000652864764,5,False,False,,True,,,label,0,,,0b9923ec57337d19,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,6,Care,label,0,1.2116778530302545,1.2116778530302625,0.9999998000339078,5,False,False,,True,,,label,0,,,790adece3c4da7ab,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,7,Care,label,0,3.0000660477737844,3.0000660477737844,1.000000018952464,5,False,False,,True,,,label,0,,,345d14a786ab109a,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,8,Care,label,0,3.0758581696108487,3.0758581696108487,0.9999999802375016,5,False,False,,True,,,label,0,,,5be4a442bb5edd86,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,9,Care,label,0,2.999934595248274,2.999934595248274,1.0000000662009132,5,False,False,,True,,,label,0,,,e7ce26205a7890a7,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,10,Care,label,0,3.095349460277388,3.095349460277388,0.9999999740786808,5,False,False,,True,,,label,0,,,7373d2cc4d2c27d7,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,11,Care,label,0,3.3208213070176424,3.3208213070176424,1.0000000057985514,5,False,False,,True,,,label,0,,,15c66492ec351920,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,12,Care,label,0,2.999999353573297,2.999999353573297,0.999999944402738,5,False,False,,True,,,label,0,,,96a5e8d58cc271a5,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,v2,13,Care,label,0,2.0474238071424384,2.047423807142439,0.9999997797663094,5,False,False,,True,,,label,0,,,385dff2177d66657,
