model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,1,Care,label,0,3.999989870011413,3.999989870011413,0.9999999973005987,5,False,False,,True,,,label,0,,,add09e54f847dca8,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,2,Care,label,0,1.4395174098394912,1.4395174098394912,1.000000017618004,5,False,False,,True,,,label,0,,,d02b48f484c9fd49,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,3,Care,label,0,3.9999962733582,3.9999962733582,1.000000031166102,5,False,False,,True,,,label,0,,,e77c696dedb9b296,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,4,Care,label,0,3.995929860022969,3.995929860022969,1.0000000394596844,5,False,False,,True,,,label,0,,,dadf494a191d2f13,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,5,Care,label,0,3.9997388095086808,3.9997388095086808,0.9999999518929713,5,False,False,,True,,,label,0,,,0b9923ec57337d19,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,6,Care,label,0,3.0268411874974523,3.0268411874974523,0.9999999833744317,5,False,False,,True,,,label,0,,,790adece3c4da7ab,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,7,Care,label,0,3.999447221395619,3.999447221395619,0.999999953224801,5,False,False,,True,,,label,0,,,345d14a786ab109a,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,8,Care,label,0,3.9999646437319183,3.9999646437319183,0.9999999523532858,5,False,False,,True,,,label,0,,,5be4a442bb5edd86,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,9,Care,label,0,2.904648627356746,2.904648627356746,0.999999913397011,5,False,False,,True,,,label,0,,,e7ce26205a7890a7,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,10,Care,label,0,3.1192023586397815,3.1192023586397815,0.9999999465338663,5,False,False,,True,,,label,0,,,7373d2cc4d2c27d7,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,11,Care,label,0,3.9999546021455457,3.9999546021455457,0.9999999811778136,5,False,False,,True,,,label,0,,,15c66492ec351920,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,12,Care,label,0,2.977030382256028,2.977030382256028,0.9999999893234636,5,False,False,,True,,,label,0,,,96a5e8d58cc271a5,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,13,Care,label,0,2.9959493327197944,2.9959493327197944,1.0000000645913785,5,False,False,,True,,,label,0,,,385dff2177d66657,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,14,Care,label,0,3.9914225122763494,3.9914225122763494,0.9999999633682232,5,False,False,,True,,,label,0,,,bbb67b2a11cd6d48,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,15,Care,label,0,2.7309352289259508,2.7309352289259508,0.9999999354163676,5,False,False,,True,,,label,0,,,b5ac1afe2446645a,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,16,Care,label,0,3.991422509519019,3.991422509519019,0.9999999647527571,5,False,False,,True,,,label,0,,,74dd84997245ee1f,
Qwen/Qwen2.5-32B-Instruct,5ede1c97bbab6ce5cda5812749b4c0bdf79b18dd,v2,17,Fairness,label,0,3.9998766053591033,3.9998766053591033,1.0000000282397208,5,False,False,,True,,,label,0,,,081bbdeb27c9d9ba,
