model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,1,Care,label,0,3.8175710874654967,3.8175710874674267,0.9998990831227845,5,False,False,,True,,,label,0,,,add09e54f847dca8,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,2,Care,label,0,1.0106356060799968,1.0106356060796904,0.9999893344294811,5,False,False,,True,,,label,0,,,d02b48f484c9fd49,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,3,Care,label,0,3.817521877043603,3.817521877044784,0.9999919382899604,5,False,False,,True,,,label,0,,,e77c696dedb9b296,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,4,Care,label,0,3.320555644120203,3.3205556441214994,0.9999914772594285,5,False,False,,True,,,label,0,,,dadf494a191d2f13,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,5,Care,label,0,1.8413192834184258,1.8413192834104914,0.9998874094905663,5,False,False,,True,,,label,0,,,0b9923ec57337d19,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,6,Care,label,0,0.7775192038399084,0.7775192038396114,0.9999847782115606,5,False,False,,True,,,label,0,,,790adece3c4da7ab,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,7,Care,label,0,2.999999459634452,2.999999459634452,0.9999988113590608,5,False,False,,True,,,label,0,,,345d14a786ab109a,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,8,Care,label,0,3.3765214243298707,3.376521424330656,0.9998886410754927,5,False,False,,True,,,label,0,,,5be4a442bb5edd86,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,9,Care,label,0,3.9626693368656043,3.9626693368663433,0.9999933870413663,5,False,False,,True,,,label,0,,,e7ce26205a7890a7,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,10,Care,label,0,1.9851866197125956,1.9851866197124919,0.9999926727306285,5,False,False,,True,,,label,0,,,7373d2cc4d2c27d7,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,11,Care,label,0,3.562174742296004,3.5621747422972363,0.9999901597730555,5,False,False,,True,,,label,0,,,15c66492ec351920,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,12,Care,label,0,3.002453677010445,3.002453677010446,0.9999963291639599,5,False,False,,True,,,label,0,,,96a5e8d58cc271a5,
Qwen/Qwen2.5-3B-Instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,v2,13,Care,label,0,2.9915782307776864,2.9915782307776837,0.9999878817598788,5,False,False,,True,,,label,0,,,385dff2177d66657,
