model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,1,Care,label,0,3.4224134517033984,3.422413496919885,0.9997622310545999,5,False,False,,True,,,label,0,,,de9a2fb2fab09c45,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,2,Care,label,0,2.2321704731032517,2.2321705461171595,0.9977542956893396,5,False,False,,True,,,label,0,,,390ef16a2e6a3b4c,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,3,Care,label,0,3.101811665041046,3.101811678711349,0.9996794037451705,5,False,False,,True,,,label,0,,,2081b242eddfa3d9,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,4,Care,label,0,2.2586590892771454,2.2586591865784063,0.9972578282426245,5,False,False,,True,,,label,0,,,e28307be3c1e5fdb,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,5,Care,label,0,3.307149983906908,3.3071500041668354,0.9995826431910132,5,False,False,,True,,,label,0,,,09e9629af779ef29,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,6,Care,label,0,2.064768956603694,2.064768972296468,0.9992577397114616,5,False,False,,True,,,label,0,,,8c48f6a09775d72b,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,7,Care,label,0,3.391616520633436,3.3916165762698145,0.9996638693797298,5,False,False,,True,,,label,0,,,b6adeee3318bb5a1,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,8,Care,label,0,2.919004212876841,2.919004235874951,0.9992760187938607,5,False,False,,True,,,label,0,,,c9ca18f756dc5afa,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,9,Care,label,0,3.173297141196163,3.173297172601863,0.9991420857743353,5,False,False,,True,,,label,0,,,6b48544101f9d3d5,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,10,Care,label,0,2.5630276975381494,2.5630278092731325,0.9991767759379936,5,False,False,,True,,,label,0,,,e76c8902aa08d8c3,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,11,Care,label,0,3.570909222063241,3.57090931160799,0.9844631462836281,5,False,False,,True,,,label,0,,,751d32217922e5f5,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,12,Care,label,0,2.736342478460037,2.736342547076334,0.998844482296537,5,False,False,,True,,,label,0,,,17c2a9b543d44403,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,13,Care,label,0,2.9586020435655773,2.9586020499534875,0.9993781689589064,5,False,False,,True,,,label,0,,,5accf6a302138a9b,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,14,Care,label,0,2.5490213258817622,2.5490215287340776,0.9943029409885557,5,False,False,,True,,,label,0,,,805e5c0162273767,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,15,Care,label,0,2.057260471945186,2.0572604871305162,0.9994847000467806,5,False,False,,True,,,label,0,,,1088e92bad45e4c1,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,16,Care,label,0,2.6914107674404564,2.691410884026753,0.9988389205336056,5,False,False,,True,,,label,0,,,6e58e621aa0c9564,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,17,Fairness,label,0,3.59251417982285,3.5925145051083756,0.9987439898426274,5,False,False,,True,,,label,0,,,2e3e2c77e6266ea2,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,18,Fairness,label,0,2.8193845496822165,2.819384583878892,0.9966447225104998,5,False,False,,True,,,label,0,,,8ec410b184e5d681,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,19,Fairness,label,0,2.69423546932813,2.6942355959722075,0.9986188712265337,5,False,False,,True,,,label,0,,,b67a1ebceac88313,
allenai/OLMo-2-1124-13B-Instruct,3a5c85baefbb1896a54d56fe2e76c0395627ddf4,v2,20,Fairness,label,0,2.4840617414455606,2.4840618449191076,0.9983085470832554,5,False,False,,True,,,label,0,,,b7cc5ffa62a800d9,
