model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,1,Care,label,0,3.2145937820023023,3.214593783639877,0.7938412942509663,5,False,False,,True,,,label,0,,,96be75762337acfb,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,2,Care,label,0,0.8969552070457651,0.8969552069656396,0.9155746258062295,5,False,False,,True,,,label,0,,,0225c88217e16edd,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,3,Care,label,0,3.053364419603901,3.053364419966526,0.7662082531406075,5,False,False,,True,,,label,0,,,54cac3ddc151fc42,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,4,Care,label,0,2.493530363788395,2.493530364581626,0.7521086808961994,5,False,False,,True,,,label,0,,,45112d17f43adbe1,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,5,Care,label,0,2.0884764210118707,2.0884764225759285,0.6790416556719098,5,False,False,,True,,,label,0,,,586b5b909dc8411b,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,6,Care,label,0,1.3315705563883369,1.3315705563173146,0.7382358822692631,5,False,False,,True,,,label,0,,,09fbd3c0d3fe37ca,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,7,Care,label,0,3.0455076838289976,3.0455076844742246,0.7882001065800643,5,False,False,,True,,,label,0,,,4b5d963519da4654,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,8,Care,label,0,2.770323569597071,2.7703235700053206,0.7571006930747932,5,False,False,,True,,,label,0,,,fc50a7b317211dcc,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,9,Care,label,0,2.3427763284415057,2.3427763285553143,0.7820962906576541,5,False,False,,True,,,label,0,,,f1cb7b3ffe46aab1,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,10,Care,label,0,1.8358961496880333,1.8358961496621238,0.8525497933072582,5,False,False,,True,,,label,0,,,832b0fde78923b25,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,11,Care,label,0,3.239522609939363,3.2395226105943546,0.8609103697510959,5,False,False,,True,,,label,0,,,83803a97ba0d2699,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,12,Care,label,0,1.4937906164921408,1.4937906158846714,0.6771382334416607,5,False,False,,True,,,label,0,,,0c6d32d7f9685f0f,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,13,Care,label,0,2.054779389883426,2.054779390266767,0.5855085696270979,5,False,False,,True,,,label,0,,,58db2519b58dd6bc,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,14,Care,label,0,2.1356869765325084,2.1356869773377762,0.8371367140783845,5,False,False,,True,,,label,0,,,0dbdc224f3a81a35,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,15,Care,label,0,1.2177948174975946,1.2177948174253272,0.8261625562289624,5,False,False,,True,,,label,0,,,20aebb1851c3bd61,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,16,Care,label,0,2.371980815421952,2.371980815636507,0.5553971898115273,5,False,False,,True,,,label,0,,,cb4af68fd1c26c54,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,17,Fairness,label,0,3.0496874881382934,3.0496874883774185,0.8790834780373175,5,False,False,,True,,,label,0,,,952b5d6a452baa2b,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,18,Fairness,label,0,3.045752315586974,3.0457523157942408,0.8344765143213186,5,False,False,,True,,,label,0,,,598e99a2e6c05bfb,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,19,Fairness,label,0,2.716346390971274,2.7163463911946346,0.7800804045835839,5,False,False,,True,,,label,0,,,2427c46e128ca479,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,20,Fairness,label,0,1.6942224151701586,1.6942224151419816,0.8742449334579234,5,False,False,,True,,,label,0,,,2003ba94def1d23f,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,21,Fairness,label,0,2.8490309658361075,2.84903096587445,0.8275052539872305,5,False,False,,True,,,label,0,,,c52a7421a934bb71,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,22,Fairness,label,0,3.4827983140279932,3.482798314431877,0.958460841083358,5,False,False,,True,,,label,0,,,2474d070766aaaa0,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,23,Fairness,label,0,3.20001746494573,3.200017465038137,0.9386600222434076,5,False,False,,True,,,label,0,,,9a884db7f4c02278,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,24,Fairness,label,0,2.385527160677082,2.3855271607491475,0.8726056405332854,5,False,False,,True,,,label,0,,,cd5b1f8d1a3e4b03,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,25,Fairness,label,0,3.242072554080015,3.2420725543630144,0.6653084508197145,5,False,False,,True,,,label,0,,,e2269173cd19861a,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,26,Fairness,label,0,2.4904196997093,2.490419700076075,0.7987268499171846,5,False,False,,True,,,label,0,,,6ce3d0d3355dbc29,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,27,Fairness,label,0,2.735763673143899,2.735763673288747,0.7440992454962502,5,False,False,,True,,,label,0,,,b2d80d4a0581fa70,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,28,Fairness,label,0,3.1699821432825064,3.1699821434284123,0.846149552227696,5,False,False,,True,,,label,0,,,ba148e3f36474084,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,29,Fairness,label,0,2.50442106810422,2.504421068170277,0.7779322126551917,5,False,False,,True,,,label,0,,,aa503890f6ee39f3,
meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,v2,30,Fairness,label,0,3.095105431310912,3.095105431374549,0.8645500036272246,5,False,False,,True,,,label,0,,,068d5efcd29854d8,
